"ID",AUTHOR,URL,DATE,LIKES,SHARES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
18026875862022017,102.3oficial,N/A,18/04/2420 21:01,16.0k,2.9k,183.0,"VAI SER HISTÓRICO! ❤🔥 Show de Madonna na Praia de Copacabana será lançado como filme oficial da turnê “Celebration” no streaming, com uma versão incluindo imagens de bastidores, segundo o tabloide britânico The Sun.

#102ponto3 #shows #madonna",instagram,POSITIVE,246.954
17863902066084168,N/A,N/A,16/04/2420 19:51,10.8k,0.0,651.0,"Ele faz gostoso? Nem tanto. Após ser convidada por Madonna, Anitta NÃO participará de show na Praia de Copacabana. Segundo o Jornal Extra, a morena terá um compromisso internacional que foi previamente agendado para o dia 4 de maio e não conseguiu conciliar a agenda. Quem vocês querem com a Rainha do Pop no palco da Celebration Tour? #madonna #anitta",instagram,POSITIVE,0.000
17963919728616547,N/A,N/A,18/04/2420 22:31,3.8k,0.0,1.4k,"Você vai? 🤔😃
.
O “efeito Madonna” continua a turbinar o turismo no Rio de Janeiro.
.
A Rede hoteleira já ultrapassou os 83% da ocupação. 🏨 
.
🔔 O show será dia 4 de maio (sábado), e tem previsão para começar entre 21h30 e 21h45.
.
A tendência é que Copacabana, local do show, se aproxime da lotação máxima. Depois, a demanda irá se espalhar para os bairros próximos, que ofereçam opções de transporte.
. 
Diversas embarcações (vistoriadas), irão navegar no entorno do palco. 🛥️
.
E você vai ficar de fora dessa? Vai assistir pela TV?
Deixe seu comentário… 💬🥰
.
💥 Siga nosso perfil para nos ajudar. 🙌
.
💥 As melhores imagens do Rio você encontra aqui.
.
Quer sua foto do Rio postada? 
.
💥Marque RiodeJaneiroOnline e use #riodejaneiroonline em suas fotos. 😉
.
.
📸 : Fotografia de fmaia008 (Fernando Maia)
(Parabéns pelo incrível registro!)
.
.
#riodejaneiro #rio #brasilia #riotur #rj #carlosravoni  #ipanema #paodeacucar #carioca #brasil #brazil #cariocando  #arpoador #barradatijuca #cidademaravilhosa #escola #recreiodosbandeirantes #errejota021 #visitbrasil #celular #turismobrasil #beach #praia #novidade #copacabana #leme #riograndedosul #leblon #cristoredentor 
.
.
Via: riodejaneiroonline 
.
.
Ao repostar, dê os devidos créditos.
.",instagram,POSITIVE,0.000
17904126992882221,portalpopline,N/A,15/04/2420 22:50,4.5k,0.0,149.0,"A Prefeitura do Rio de Janeiro declarou nesta segunda-feira (15) que o show de Madonna em Copacabana, marcado para 4 de maio, deve movimentar R$ 293,4 milhões na economia. O montante considera os gastos do público com alimentação, transporte, hospedagem e passagem aérea, isso porque é esperado que o espetáculo reúna pelo menos 1 milhão de pessoas, entre cariocas e moradores da região metropolitana, turistas nacionais e estrangeiros.

Conforme noticiado pelo site InfoMoney, a Prefeitura do Rio está aportando R$ 10 milhões em patrocínio ao evento. Porém, um estudo feito pela Secretaria de Desenvolvimento Urbano e Econômico (SMDUE), em parceria com a Secretaria de Turismo (SMTUR) teria apontado ainda que a arrecadação extra do Imposto Sobre Serviço (ISS) do mês de maio será suficiente para recuperar o aporte de recursos públicos.

➡️ Leia mais sobre o impacto da #Madonna no Brasil em nosso site PortalPOPline (.com.br) - LINK NO PERFIL

Fotos: Madonna (X) / NBC",instagram,POSITIVE,2.708
18030974419807229,N/A,N/A,16/04/2420 21:17,1.5k,0.0,350.0,"🚨 Anitta não subirá ao palco com Madonna em Copacabana, segundo informações do jornal EXTRA!

Segundo o jornal EXTRA, Anitta foi convidada por Madonna para participar do show em Copacabana, mas teve que recusar por motivos de compromisso internacional. #madonna #anitta",instagram,POSITIVE,0.000
18037083916885834,itatiaiaesporte,N/A,18/04/2420 15:39,1.5k,0.0,53.0,"MEDIDA DE SEGURANÇA | O Fluminense segue firme na postura de querer enfrentar o Atlético, no Maracanã, no próximo dia 4, pela quinta rodada da Série A do Campeonato Brasileiro. O clube foi informado que o duelo não poderia ser no Maior do Mundo nesta data.

Entretanto, o Tricolor fez um pedido formal à CBF para o confronto ser mantido no Maracanã, com o horário das 11h (de Brasília). Isto porque a Polícia Militar do Rio de Janeiro não garantiria a segurança do confronto com o horário inicial das 16h (de Brasília).

No mesmo dia, pela noite, terá um show com entrada franca da cantora Madonna, na Praia de Copacabana, na Zona Sul do Rio de Janeiro, no qual são estimadas mais de dois milhões de pessoas presentes. O UFC 301 também acontece na Zona Oeste da cidade, no mesmo dia e também à noite.

A Itatiaia apurou que o Atlético já sabe do pedido do Fluminense, não concorda com o horário, mas o clube visitante não pode opinar sobre isso, uma vez que faltam mais de dez dias para o jogo. Sendo assim, o Fluminense precisa de um aval da Globo, da CBF e da própria Polícia Militar para manter o confronto no Maracanã. A diretoria tricolor está irredutível sobre a chance de não atuar no estádio.

Caso realmente o confronto não seja no Maracanã, o Fluminense vai mandar o duelo em Volta Redonda.

📲 Leia mais em itatiaiaesporte.com.br
📸 Pedro Souza / Atlético
📝 Guilherme Abrahão e Cláudio Rezende

#Fluminense #Atletico #CBF #brasileirão #futebol",instagram,POSITIVE,0.000
18315718099177151,meioemensagem,N/A,15/04/2420 18:30,1.5k,0.0,43.0,"O show da Madonna deve levar um público de pelo menos 1 milhão de pessoas à Praia de Copacabana, no Rio de Janeiro, no dia 4 de maio, segundo dados da organização. Com isso, o evento deve movimentar R$ 293,4 milhões na economia carioca, de acordo com estimativa da Prefeitura do Rio.

Esse valor é 30 vezes maior do que os R$ 10 milhões investidos pela prefeitura em patrocínio, que deve ser recuperado somente com a arrecadação do Imposto Sobre Serviço (ISS) de maio, com o impacto provocado pelo evento.

Neste sentido, a prefeitura da cidade do Rio ainda calcula que haverá um aumento de 20% de arrecadação de ISS em comparação com maio de 2023, de atividades relacionadas ao show, como turismo, transporte, eventos, setor aeroportuário e rodoviário.

Dessa forma, estima-se que em maio de 2024 a arrecadação de ISS desses setores seja de R$ 60,9 milhões, com um crescimento de R$ 10,2 milhões em comparação ao mesmo mês do ano anterior. 

Essas estimativas são fruto do estudo “Potenciais Impactos Econômicos do Show da Madonna no Rio – 2024”, que leva em consideração os gastos do público com alimentação, transporte, hospedagem e passagem aérea. O levantamento foi realizado pela Secretaria de Desenvolvimento Urbano e Econômico (SMDUE) em parceria com a Secretaria de Turismo (SMTUR).

Além disso, a organização do evento prevê que no fim de semana do show, haverá muitos voos extras, vindo de várias cidades do Brasil, além do aumento de passageiros na rodoviária, bem como uma forte ocupação hoteleira. Em alguns bairros, como Copacabana, a ocupação deve chegar perto dos 100%, calcula a prefeitura. (Veja mais no link da bio meioemensagem)

#madonna #show #riodejaneiro #economia",instagram,POSITIVE,5.428
17894182913932764,N/A,N/A,20/04/2420 22:21,1.0k,0.0,7.0,"MADONNA NO RIO 💚💛💚 UMA NOITE HISTÓRICA!

🎥 TV Globo Official Commercial • April 2024.

🎥 Preparations in Copacabana Beach for the May 4 show!

#madonna #madonnaculturetiktok #celebrationtour #celebrationtourinrio #riodejaneiro #brazil #tvglobo",instagram,POSITIVE,0.000
18046735984711464,N/A,N/A,19/04/2420 22:26,924.0,0.0,83.0,"ELA É O MOMENTO!👑🇧🇷

O confronto entre Fluminense e Atlético, válido pela quinta rodada do Brasileirão, não está garantido para ser realizado no Maracanã. Assim, isso acontece, pois a Polícia Militar do Rio de Janeiro ainda não deu o sinal positivo para a partida acontecer no estádio. A informação é do portal ""GE"".

No mesmo dia (4/5), está agendado um show da cantora norte-americana Madonna, em Copacabana, na Zona Sul da cidade. Dessa forma, a corporação entende que não terá segurança suficiente para organizar os dois eventos no mesmo dia.

O show da rainha do pop deve parar a cidade, que já teve vários eventos cancelados.

#Repost: universolgbti

ㅤ
ㅤ

ㅤ
ㅤ

ㅤ♥︎ ㅤㅤ⌕ ㅤ 𖤘 ㅤㅤ﹫
ᶜᵘʳᵗᵉ ᶜᵒᵐᵉⁿᵗᵃ ˢᵃˡᵛᵃ ᶜᵒᵐᵖᵃʳᵗᶦˡʰᵃ
#madonna #madonnafans #celebrationtour #thecelebrationtour #madonnafamily #madonnabrasil #riodejaneiro #brasil #rj #🇧🇷 #madonnainrio #madonnacelebrationtour",instagram,POSITIVE,0.000
17884070226032787,N/A,N/A,16/04/2420 19:41,864.0,0.0,83.0,"🚨 De acordo com o jornal EXTRA, Anitta foi convidada por Madonna para participar do show em Copacabana, mas teve que recusar por motivos de compromisso internacional.

#anitta #madonna #Copacabana",instagram,POSITIVE,0.000
