"ID",AUTHOR,URL,DATE,LIKES,SHARES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
1029363418747935,http://www.facebook.com/196008906145,http://www.facebook.com/196008906145_1029363418747935,21/03/2420 18:32,2.1k,385.0,365.0,"🚨🚨🚨🚨🚨 EMERGÊNCIA DO POP!!! 🚨🚨🚨🚨🚨 

OMGGGG! A RAINHA VEM AÍ MESMO!!! “Brasil, eu estou chegando”, acaba de anunciar Madonna, em vídeo divulgado pelo Itaú. A rainha do pop está pronta para fazer história em um show no Rio de Janeiro. A expectativa é de que a apresentação aconteça na Praia de Copacabana e seja a maior de toda a sua carreira. Solta o #Celebration, que aqui já é #Holiday! 

(📹 @itau)",facebook,POSITIVE,0.000
942671470847077,http://www.facebook.com/105863269445922,http://www.facebook.com/105863269445922_942671470847077,21/03/2420 20:16,667.0,28.0,136.0,"Elas vão fazer tão gostoso ❤️‍🔥 De acordo com Fabia Oliveira, do Metrópoles, Madonna cantará com Anitta em show especial no Brasil. A vinda da Rainha do Pop foi confirmada na tarde desta quinta-feira (21). A colunista afirmou que a brasileira “mexeu os pauzinhos” e conseguiu um momento na apresentação. Até o momento, não há informações sobre data e local. Será que vai ser na praia de Copacabana, no Rio de Janeiro? Será que elas vão cantar “Faz Gostoso”, parceria delas para o disco “Madame X” (2019)? Vamos morrer de ansiedade! (📸: Reprodução/Instagram)",facebook,POSITIVE,0.000
709737531367061,http://www.facebook.com/100114543363891,http://www.facebook.com/100114543363891_709737531367061,21/03/2420 18:37,525.0,44.0,131.0,"Após dias de especulação, Madonna confirmou sua vinda ao Brasil, embora não tenha afirmado que fará shows no país. A notícia da vinda acontece em meio a uma série de rumores de que a cantora se apresentaria na praia de Copacabana. Em vídeo publicado nesta quinta-feira (21), Madonna diz simplesmente: ""Brasil, estou chegando"". As imagens foram divulgadas nas redes sociais do banco Itaú, que contratou a cantora para estrelar sua última campanha de marketing.

📲Leia mais na #Folha em https://mla.bs/5e2ec81e 

📷 Reprodução

#PraTodosVerem: Foto mostra Madonna, cantora americana de 65 anos. Em imagem que marca a fase 'Erotica', ela aparece com a mão no rosto. A foto está em preto e branco. Sobre a imagem, a legenda: ""Madonna confirma vinda ao Brasil em breve em meio a rumores de show""",facebook,POSITIVE,0.000
734142208867818,http://www.facebook.com/267512583406274,http://www.facebook.com/267512583406274_734142208867818,21/03/2420 20:00,608.0,12.0,43.0,"""Brasil, estou chegando""😱Quem está ansioso? 🤚😍 #Famosos",facebook,POSITIVE,0.000
816397357190368,http://www.facebook.com/138267762877224,http://www.facebook.com/138267762877224_816397357190368,21/03/2420 18:27,383.0,14.0,114.0,"Os rumores estavam certos, Madonna, a Rainha do Pop, fará um show gratuito na praia de Copacabana, no Rio de Janeiro, em maio: https://bit.ly/4amxjFc",facebook,POSITIVE,0.000
808855557944602,http://www.facebook.com/115230991849922,http://www.facebook.com/115230991849922_808855557944602,21/03/2420 18:17,379.0,24.0,59.0,"A publicação confirma o show que a artista fará na Praia de Copacabana em 4 de maio, revelado há duas semanas pelo blog de @LaurLauro Jardim  ",facebook,NEUTRAL,0.000
829062479257580,http://www.facebook.com/101083959932439,http://www.facebook.com/101083959932439_829062479257580,21/03/2420 18:19,256.0,38.0,36.0,"Se a Madonna 👸🏼 está falando, quem somos nós para duvidar? Sem dar muitos detalhes, a cantos confirmou que está vindo para o Brasil em vídeo divulgado na tarde desta quinta-feira. O show histórico deve acontecer na praia de Copacabana, Rio de Janeiro, no dia 4 de maio e milhões de pessoas são esperadas e lógicos que nos estaremos lá.  Para saber mais sobre essa festa acesse nosso site. Link na bio.",facebook,POSITIVE,0.224
816537273843043,http://www.facebook.com/138267762877224,http://www.facebook.com/138267762877224_816537273843043,22/03/2420 02:30,240.0,7.0,50.0,"Informações divulgadas por colunista afirmam a possibilidade da funkeira brasileira participar do show gratuito da rainha do pop, Madonna, no Rio de Janeiro,

#opovo #anitta #madonna #rj",facebook,POSITIVE,0.000
808857624611062,http://www.facebook.com/115230991849922,http://www.facebook.com/115230991849922_808857624611062,21/03/2420 18:21,158.0,22.0,47.0,"É OFICIAL | [via #LauroJardim] O Itaú Unibanco acaba de publicar um vídeo em que Madonna anuncia que está chegando “chegando ao Brasil” (“Brazil, I'm coming to you”, diz a cantora no registro). A publicação confirma o show que a artista fará na Praia de Copacabana em 4 de maio, revelado há duas semanas. No fim do vídeo, a instituição anuncia: “Novidades em breve para clientes Itaú”. Os detalhes sobre a apresentação devem ser revelados nos próximos dias, numa coletiva de imprensa que o Itaú Unibanco prepara em conjunto com o Governo e a Prefeitura do Rio.

Saiba mais no site do #JornalOGlobo: http://glo.bo/3Vv9mr6
Foto: Kevin Mazur/Divulgação/Live Nation",facebook,POSITIVE,0.000
832475465583002,http://www.facebook.com/174625949232956,http://www.facebook.com/174625949232956_832475465583002,21/03/2420 19:52,64.0,2.0,156.0,"🌟 Garanta sua hospedagem em Copacabana para o show da Madonna no Brasil! 🎤

Madonna está chegando ao Brasil e promete agitar o Rio de Janeiro com seus hits inesquecíveis! 🎶✨ Se você está planejando assistir ao show e quer garantir uma estadia inesquecível, Copacabana é o lugar perfeito para se hospedar!

🏨 No Blog do Hurb, você pode conferir todas as opções de hospedagem: https://contentstudio.page.link/LLYz

#MadonnaNoBrasil #Copacabana #Hospedagem #RioDeJaneiro #Show",facebook,POSITIVE,0.000
