"ID",AUTHOR,URL,DATE,LIKES,SHARES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
1765723994710220869,tracklist,http://twitter.com/tracklist/statuses/1765723994710220869,07/03/2420 12:59,1.7k,0.0,0.0,"ELA VEM MESMO! Madonna fará um megashow em solo brasileiro no dia 4 de maio, na Praia de Copacabana, segundo a coluna de Lauro Jardim (O Globo). 

O show será uma comemoração pela carreira da artista e ao aniversário de 100 anos do Itaú. https://t.co/p4DBrHsfxS",twitter,NEGATIVE,0.000
1765816647825125496,Ancelmocom,http://twitter.com/Ancelmocom/statuses/1765816647825125496,07/03/2420 19:07,58.0,0.0,0.0,"Show de Madonna na Praia de Copacabana já aumenta procura na hotelaria carioca

https://t.co/43SJouzYWD",twitter,POSITIVE,0.000
1765815932704952692,americanas,http://twitter.com/americanas/statuses/1765815932704952692,07/03/2420 19:05,25.0,0.0,0.0,"já tô com o coração na mão, com o pé na areia e docinhos na bolsa 💅 https://t.co/Bl74hDwEkD",twitter,POSITIVE,0.000
1765734967118582017,bchartsnet,http://twitter.com/bchartsnet/statuses/1765734967118582017,07/03/2420 13:43,3.8k,0.0,0.0,"🚨🇧🇷 MADONNA EM COPACABANA!

Jornal O Globo confirma que a Rainha do Pop fará show de graça no Brasil no dia 4 de maio, na Praia de Copacabana, Rio de Janeiro.

O colunista Lauro Jardim afirma que será uma comemoração pela carreira da artista e pelos 100 anos do banco Itaú. https://t.co/I7WsbdwXlA",twitter,POSITIVE,0.000
1765728358854201384,meioemensagem,http://twitter.com/meioemensagem/statuses/1765728358854201384,07/03/2420 13:17,8.0,0.0,0.0,"Itaú deve trazer Madonna para show em Copacabana; especulações nas redes sociais sobre a vinda da artista ao Brasil está aquecida desde o lançamento de campanha ao lado banco (clique na foto para ler) #comunicaçãoemarketing #Madonna 

https://t.co/J84YDPWSEs",twitter,NEUTRAL,0.000
1765771692259889557,anthunesarth,http://twitter.com/anthunesarth/statuses/1765771692259889557,07/03/2420 16:09,1.0k,0.0,0.0,"já imagino as imagens desse show de Madonna na praia de Copacabana - com MILHÕES de pessoas - circulando o mundo e todo mundo assim 🤯🤯🤯🤯 o show entrando pra história e se tornando o maior da carreira da Rainha do Pop 🤲🏽 obrigado por tudo, Itaú 

 https://t.co/mKY97TYjdY",twitter,POSITIVE,0.000
1765859181725171899,niveakalmar,http://twitter.com/niveakalmar/statuses/1765859181725171899,07/03/2420 21:56,366.0,0.0,0.0,"Tá não. Dudu Nervosinho do Samba me garantiu que tá tudo em ordem, que somos a capital do G20, que vai ter show ""de grátis"" na praia de Copacabana da Madonna e and that's all. https://t.co/TYUBBgB209",twitter,POSITIVE,0.000
1765742539443732910,BLYLIP,http://twitter.com/BLYLIP/statuses/1765742539443732910,07/03/2420 14:13,0.0,0.0,0.0,"RT @FabricioVianaBR: Madonna vai se apresentar na Praia de Copacabana no dia 4 de maio, informa Lauro Jardim, patrocinada pelo Itaú, para quem fez uma campanha publicitária. A expectativa é quebrar o recorde de público da estrela, atualmente em 130 mil pessoas num show em Paris. (Globo)",twitter,POSITIVE,0.000
1765738228064104464,swtlights,http://twitter.com/swtlights/statuses/1765738228064104464,07/03/2420 13:56,0.0,0.0,0.0,"RT @bchartsnet: 🚨🇧🇷 MADONNA EM COPACABANA!

Jornal O Globo confirma que a Rainha do Pop fará show de graça no Brasil no dia 4 de maio, na Praia de Copacabana, Rio de Janeiro.

O colunista Lauro Jardim afirma que será uma comemoração pela carreira da artista e pelos 100 anos do banco Itaú. https://t.co/I7WsbdwXlA",twitter,POSITIVE,0.000
1765772851867533797,BeyHive,http://twitter.com/BeyHive/statuses/1765772851867533797,07/03/2420 16:13,0.0,0.0,0.0,"RT @anthunesarth: já imagino as imagens desse show de Madonna na praia de Copacabana - com MILHÕES de pessoas - circulando o mundo e todo mundo assim 🤯🤯🤯🤯 o show entrando pra história e se tornando o maior da carreira da Rainha do Pop 🤲🏽 obrigado por tudo, Itaú 

 https://t.co/mKY97TYjdY",twitter,POSITIVE,0.000
